txn_id,txn_datetime,month,user_id,merchant_id,merchant_name,category,payment_method,amount_usd,cashback_usd,status
1265,2025-02-08 08:51:00,2025-02,526,24,Merchant_24,Grocery,credit_card,18.6,0.19,reversed
696,2025-02-08 10:06:00,2025-02,53,12,Merchant_12,Rides,wallet_balance,2.85,0.03,success
1248,2025-02-08 11:42:00,2025-02,516,20,Merchant_20,Rides,wallet_balance,2.45,0.02,success
1241,2025-02-08 12:32:00,2025-02,512,14,Merchant_14,Retail,debit_card,14.93,0.15,failed
947,2025-02-08 12:57:00,2025-02,275,1,Merchant_01,Pharmacy,debit_card,26.37,0.26,success
1152,2025-02-08 13:48:00,2025-02,452,20,Merchant_20,Rides,wallet_balance,4.01,0.04,success
1440,2025-02-08 14:32:00,2025-02,686,15,Merchant_15,Grocery,wallet_balance,10.11,0.1,success
849,2025-02-08 14:36:00,2025-02,193,19,Merchant_19,Grocery,wallet_balance,15.03,0.15,success
1421,2025-02-08 14:57:00,2025-02,660,19,Merchant_19,Grocery,debit_card,3.91,0.04,success
1484,2025-02-08 16:35:00,2025-02,722,25,Merchant_25,Rides,wallet_balance,0.79,0.01,success
1386,2025-02-08 17:01:00,2025-02,628,9,Merchant_09,FastFood,debit_card,9.77,0.1,success
1049,2025-02-08 17:03:00,2025-02,371,8,Merchant_08,Grocery,wallet_balance,7.21,0.07,success
1317,2025-02-08 17:54:00,2025-02,577,22,Merchant_22,Pharmacy,wallet_balance,7.4,0.07,success
1081,2025-02-08 19:03:00,2025-02,388,9,Merchant_09,FastFood,wallet_balance,5.43,0.05,success
856,2025-02-08 19:58:00,2025-02,198,25,Merchant_25,Rides,wallet_balance,1.76,0.02,success
1524,2025-02-08 20:21:00,2025-02,757,15,Merchant_15,Grocery,debit_card,7.1,0.07,success
1296,2025-02-08 22:19:00,2025-02,557,13,Merchant_13,Pharmacy,wallet_balance,14.5,0.14,success
1066,2025-02-08 22:24:00,2025-02,382,14,Merchant_14,Retail,wallet_balance,39.68,0.4,success
1052,2025-02-09 00:41:00,2025-02,372,7,Merchant_07,Rides,credit_card,3.8,0.04,success
942,2025-02-09 01:04:00,2025-02,271,25,Merchant_25,Rides,wallet_balance,3.37,0.03,success
1264,2025-02-09 02:47:00,2025-02,526,4,Merchant_04,Pharmacy,credit_card,3.98,0.04,success
1037,2025-02-09 03:55:00,2025-02,364,7,Merchant_07,Rides,debit_card,2.71,0.03,success
1562,2025-02-09 05:28:00,2025-02,799,16,Merchant_16,Grocery,wallet_balance,6.94,0.07,success
681,2025-02-09 06:14:00,2025-02,43,15,Merchant_15,Grocery,wallet_balance,27.19,0.27,success
1476,2025-02-09 07:29:00,2025-02,715,2,Merchant_02,Grocery,wallet_balance,8.84,0.09,success
1134,2025-02-09 08:46:00,2025-02,439,5,Merchant_05,Grocery,wallet_balance,4.42,0.04,success
1023,2025-02-09 10:01:00,2025-02,349,2,Merchant_02,Grocery,credit_card,15.6,0.62,success
1269,2025-02-09 10:05:00,2025-02,529,8,Merchant_08,Grocery,bank_transfer,25.11,0.25,success
1011,2025-02-09 10:45:00,2025-02,334,21,Merchant_21,Grocery,wallet_balance,13.42,0.13,reversed
1041,2025-02-09 11:14:00,2025-02,367,2,Merchant_02,Grocery,wallet_balance,10.67,0.11,success
827,2025-02-09 11:24:00,2025-02,169,15,Merchant_15,Grocery,credit_card,0.75,0.01,success
1146,2025-02-09 11:45:00,2025-02,448,21,Merchant_21,Grocery,wallet_balance,12.35,0.12,success
1559,2025-02-09 12:07:00,2025-02,789,8,Merchant_08,Grocery,credit_card,8.92,0.09,success
1227,2025-02-09 13:29:00,2025-02,507,22,Merchant_22,Pharmacy,wallet_balance,17.39,0.17,success
1471,2025-02-09 15:38:00,2025-02,712,9,Merchant_09,FastFood,wallet_balance,14.68,0.15,success
974,2025-02-09 17:42:00,2025-02,297,24,Merchant_24,Grocery,credit_card,1.11,0.01,success
1355,2025-02-09 18:06:00,2025-02,602,9,Merchant_09,FastFood,debit_card,13.1,0.13,success
1119,2025-02-09 18:44:00,2025-02,432,6,Merchant_06,FastFood,wallet_balance,2.59,0.03,success
1456,2025-02-09 20:55:00,2025-02,703,16,Merchant_16,Grocery,wallet_balance,14.67,0.15,success
713,2025-02-09 23:38:00,2025-02,64,20,Merchant_20,Rides,debit_card,5.9,0.06,success
801,2025-02-09 23:41:00,2025-02,151,16,Merchant_16,Grocery,debit_card,16.03,0.64,success
1473,2025-02-10 00:43:00,2025-02,714,15,Merchant_15,Grocery,credit_card,8.01,0.08,success
723,2025-02-10 02:00:00,2025-02,74,15,Merchant_15,Grocery,wallet_balance,9.29,0.09,success
1372,2025-02-10 03:09:00,2025-02,618,22,Merchant_22,Pharmacy,wallet_balance,30.85,0.31,success
1071,2025-02-10 04:30:00,2025-02,384,14,Merchant_14,Retail,wallet_balance,7.53,0.08,success
1187,2025-02-10 04:46:00,2025-02,475,18,Merchant_18,Rides,credit_card,3.02,0.03,success
1357,2025-02-10 06:30:00,2025-02,611,3,Merchant_03,Retail,debit_card,32.01,0.32,success
893,2025-02-10 07:49:00,2025-02,233,5,Merchant_05,Grocery,debit_card,0.75,0.03,success
1358,2025-02-10 08:00:00,2025-02,611,25,Merchant_25,Rides,debit_card,0.75,0.01,success
837,2025-02-10 08:23:00,2025-02,177,18,Merchant_18,Rides,bank_transfer,14.02,0.14,success
690,2025-02-10 08:51:00,2025-02,48,10,Merchant_10,Grocery,bank_transfer,13.59,0.14,success
1056,2025-02-10 09:36:00,2025-02,372,24,Merchant_24,Grocery,wallet_balance,6.85,0.07,success
1512,2025-02-10 10:02:00,2025-02,743,4,Merchant_04,Pharmacy,wallet_balance,30.66,0.31,success
1231,2025-02-10 10:22:00,2025-02,509,24,Merchant_24,Grocery,debit_card,29.98,0.3,success
994,2025-02-10 12:06:00,2025-02,319,8,Merchant_08,Grocery,wallet_balance,4.66,0.19,success
1504,2025-02-10 12:18:00,2025-02,732,24,Merchant_24,Grocery,bank_transfer,2.79,0.03,success
1270,2025-02-10 12:28:00,2025-02,529,7,Merchant_07,Rides,debit_card,2.81,0.03,success
1260,2025-02-10 13:38:00,2025-02,525,5,Merchant_05,Grocery,credit_card,5.82,0.06,failed
660,2025-02-10 14:33:00,2025-02,10,25,Merchant_25,Rides,credit_card,2.66,0.03,success
864,2025-02-10 15:59:00,2025-02,211,11,Merchant_11,Rides,wallet_balance,3.42,0.03,success
1464,2025-02-10 20:41:00,2025-02,706,7,Merchant_07,Rides,debit_card,3.1,0.03,success
1410,2025-02-10 21:22:00,2025-02,650,19,Merchant_19,Grocery,credit_card,12.42,0.12,success
1028,2025-02-10 21:25:00,2025-02,352,25,Merchant_25,Rides,wallet_balance,0.75,0.01,success
1153,2025-02-10 21:35:00,2025-02,452,3,Merchant_03,Retail,wallet_balance,19.62,0.2,success
1244,2025-02-10 22:39:00,2025-02,514,17,Merchant_17,FastFood,credit_card,4.4,0.04,success
1092,2025-02-10 22:42:00,2025-02,399,18,Merchant_18,Rides,wallet_balance,5.31,0.05,success
1329,2025-02-10 22:53:00,2025-02,590,25,Merchant_25,Rides,wallet_balance,3.67,0.04,success
674,2025-02-11 00:40:00,2025-02,38,19,Merchant_19,Grocery,wallet_balance,1.46,0.06,success
1509,2025-02-11 02:28:00,2025-02,740,22,Merchant_22,Pharmacy,debit_card,24.53,0.25,success
752,2025-02-11 03:30:00,2025-02,102,11,Merchant_11,Rides,debit_card,4.6,0.05,success
1150,2025-02-11 04:02:00,2025-02,451,7,Merchant_07,Rides,credit_card,3.08,0.03,success
730,2025-02-11 05:13:00,2025-02,80,13,Merchant_13,Pharmacy,wallet_balance,18.83,0.19,success
1237,2025-02-11 05:35:00,2025-02,512,10,Merchant_10,Grocery,credit_card,6.21,0.06,success
1140,2025-02-11 07:27:00,2025-02,445,1,Merchant_01,Pharmacy,wallet_balance,39.8,0.4,success
819,2025-02-11 07:46:00,2025-02,157,18,Merchant_18,Rides,wallet_balance,6.99,0.07,success
1331,2025-02-11 07:58:00,2025-02,590,5,Merchant_05,Grocery,credit_card,11.48,0.11,success
1409,2025-02-11 08:39:00,2025-02,647,4,Merchant_04,Pharmacy,debit_card,24.08,0.24,success
955,2025-02-11 09:34:00,2025-02,278,11,Merchant_11,Rides,credit_card,0.75,0.01,reversed
1532,2025-02-11 10:07:00,2025-02,769,11,Merchant_11,Rides,wallet_balance,7.48,0.07,success
1330,2025-02-11 10:15:00,2025-02,590,5,Merchant_05,Grocery,wallet_balance,15.78,0.16,success
1188,2025-02-11 10:53:00,2025-02,475,17,Merchant_17,FastFood,credit_card,9.48,0.09,success
1499,2025-02-11 14:45:00,2025-02,730,14,Merchant_14,Retail,wallet_balance,42.91,0.43,success
1058,2025-02-11 16:29:00,2025-02,373,6,Merchant_06,FastFood,bank_transfer,5.88,0.06,success
1162,2025-02-11 16:50:00,2025-02,455,16,Merchant_16,Grocery,debit_card,0.81,0.01,success
1561,2025-02-11 17:17:00,2025-02,794,16,Merchant_16,Grocery,debit_card,3.37,0.03,reversed
1010,2025-02-11 17:47:00,2025-02,330,5,Merchant_05,Grocery,bank_transfer,31.6,0.32,success
960,2025-02-11 20:08:00,2025-02,285,16,Merchant_16,Grocery,debit_card,9.31,0.09,success
1088,2025-02-11 20:29:00,2025-02,397,15,Merchant_15,Grocery,wallet_balance,6.13,0.06,success
1281,2025-02-11 20:34:00,2025-02,545,13,Merchant_13,Pharmacy,wallet_balance,22.49,0.22,success
888,2025-02-11 21:00:00,2025-02,229,21,Merchant_21,Grocery,wallet_balance,1.64,0.02,success
1101,2025-02-11 21:15:00,2025-02,411,21,Merchant_21,Grocery,wallet_balance,13.26,0.13,success
663,2025-02-11 21:18:00,2025-02,11,25,Merchant_25,Rides,credit_card,2.06,0.02,success
1206,2025-02-11 23:11:00,2025-02,484,20,Merchant_20,Rides,credit_card,6.02,0.06,success
993,2025-02-11 23:22:00,2025-02,311,14,Merchant_14,Retail,wallet_balance,4.36,0.04,success
1238,2025-02-11 23:39:00,2025-02,512,8,Merchant_08,Grocery,bank_transfer,15.59,0.16,success
1274,2025-02-12 01:03:00,2025-02,540,24,Merchant_24,Grocery,debit_card,27.39,0.27,success
1419,2025-02-12 02:33:00,2025-02,657,5,Merchant_05,Grocery,debit_card,3.61,0.04,success
1535,2025-02-12 03:04:00,2025-02,778,14,Merchant_14,Retail,debit_card,4.63,0.05,success
927,2025-02-12 04:21:00,2025-02,257,14,Merchant_14,Retail,wallet_balance,5.89,0.06,success
1315,2025-02-12 07:25:00,2025-02,577,10,Merchant_10,Grocery,wallet_balance,6.8,0.07,success
732,2025-02-12 08:40:00,2025-02,81,1,Merchant_01,Pharmacy,bank_transfer,14.34,0.14,success
729,2025-02-12 09:27:00,2025-02,80,15,Merchant_15,Grocery,wallet_balance,14.21,0.57,success
767,2025-02-12 09:47:00,2025-02,116,3,Merchant_03,Retail,credit_card,32.55,0.33,success
1008,2025-02-12 10:05:00,2025-02,328,21,Merchant_21,Grocery,debit_card,13.85,0.14,success
1337,2025-02-12 10:08:00,2025-02,593,4,Merchant_04,Pharmacy,wallet_balance,12.47,0.12,success
1263,2025-02-12 10:49:00,2025-02,526,9,Merchant_09,FastFood,credit_card,4.53,0.05,success
1408,2025-02-12 13:12:00,2025-02,647,14,Merchant_14,Retail,wallet_balance,9.02,0.09,success
1491,2025-02-12 13:56:00,2025-02,727,1,Merchant_01,Pharmacy,credit_card,14.2,0.14,success
922,2025-02-12 14:40:00,2025-02,257,7,Merchant_07,Rides,debit_card,10.84,0.11,success
937,2025-02-12 14:58:00,2025-02,264,9,Merchant_09,FastFood,credit_card,10.47,0.1,success
1246,2025-02-12 15:01:00,2025-02,515,9,Merchant_09,FastFood,credit_card,2.11,0.02,success
1537,2025-02-12 15:46:00,2025-02,778,19,Merchant_19,Grocery,debit_card,11.0,0.11,success
775,2025-02-12 15:48:00,2025-02,121,25,Merchant_25,Rides,wallet_balance,1.85,0.02,success
1005,2025-02-12 19:00:00,2025-02,327,8,Merchant_08,Grocery,wallet_balance,7.73,0.08,success
894,2025-02-12 19:17:00,2025-02,234,5,Merchant_05,Grocery,wallet_balance,15.71,0.63,success
1193,2025-02-12 19:26:00,2025-02,476,8,Merchant_08,Grocery,wallet_balance,21.46,0.21,success
1075,2025-02-12 20:37:00,2025-02,386,5,Merchant_05,Grocery,debit_card,23.05,0.23,success
944,2025-02-12 21:05:00,2025-02,274,11,Merchant_11,Rides,wallet_balance,10.95,0.11,success
719,2025-02-12 21:10:00,2025-02,74,12,Merchant_12,Rides,wallet_balance,4.37,0.04,success
1309,2025-02-12 21:37:00,2025-02,571,9,Merchant_09,FastFood,wallet_balance,8.95,0.09,success
731,2025-02-12 21:40:00,2025-02,80,20,Merchant_20,Rides,credit_card,2.14,0.02,success
929,2025-02-12 21:56:00,2025-02,259,4,Merchant_04,Pharmacy,debit_card,10.31,0.1,success
1063,2025-02-12 22:24:00,2025-02,380,12,Merchant_12,Rides,wallet_balance,1.11,0.01,success
708,2025-02-12 22:39:00,2025-02,60,8,Merchant_08,Grocery,wallet_balance,3.09,0.03,success
1072,2025-02-12 22:55:00,2025-02,386,9,Merchant_09,FastFood,wallet_balance,6.03,0.06,success
1553,2025-02-12 23:18:00,2025-02,787,20,Merchant_20,Rides,credit_card,2.33,0.02,success
1474,2025-02-13 00:48:00,2025-02,714,15,Merchant_15,Grocery,wallet_balance,6.77,0.07,success
1293,2025-02-13 01:12:00,2025-02,556,11,Merchant_11,Rides,wallet_balance,2.51,0.03,success
1350,2025-02-13 02:26:00,2025-02,601,21,Merchant_21,Grocery,wallet_balance,18.8,0.19,success
1021,2025-02-13 02:43:00,2025-02,349,12,Merchant_12,Rides,wallet_balance,3.8,0.04,success
1438,2025-02-13 03:44:00,2025-02,684,8,Merchant_08,Grocery,credit_card,27.05,0.27,success
1363,2025-02-13 04:13:00,2025-02,614,12,Merchant_12,Rides,debit_card,0.99,0.01,reversed
1215,2025-02-13 04:25:00,2025-02,494,21,Merchant_21,Grocery,debit_card,3.46,0.03,success
1475,2025-02-13 05:00:00,2025-02,715,14,Merchant_14,Retail,wallet_balance,43.56,0.44,success
698,2025-02-13 05:11:00,2025-02,53,10,Merchant_10,Grocery,credit_card,18.51,0.19,success
916,2025-02-13 05:21:00,2025-02,249,8,Merchant_08,Grocery,wallet_balance,11.94,0.48,success
1167,2025-02-13 05:30:00,2025-02,464,8,Merchant_08,Grocery,wallet_balance,19.3,0.19,success
1472,2025-02-13 05:55:00,2025-02,714,8,Merchant_08,Grocery,debit_card,20.38,0.2,success
1124,2025-02-13 06:25:00,2025-02,433,20,Merchant_20,Rides,wallet_balance,5.3,0.05,success
1022,2025-02-13 06:53:00,2025-02,349,22,Merchant_22,Pharmacy,wallet_balance,24.79,0.25,failed
997,2025-02-13 07:15:00,2025-02,319,14,Merchant_14,Retail,credit_card,8.47,0.08,success
717,2025-02-13 07:32:00,2025-02,66,9,Merchant_09,FastFood,wallet_balance,0.75,0.01,success
715,2025-02-13 08:11:00,2025-02,66,19,Merchant_19,Grocery,wallet_balance,11.93,0.12,success
1478,2025-02-13 09:19:00,2025-02,715,13,Merchant_13,Pharmacy,wallet_balance,12.79,0.13,success
736,2025-02-13 09:42:00,2025-02,88,3,Merchant_03,Retail,debit_card,18.31,0.18,success
817,2025-02-13 10:03:00,2025-02,157,23,Merchant_23,Retail,debit_card,17.43,0.17,success
1501,2025-02-13 10:06:00,2025-02,730,18,Merchant_18,Rides,wallet_balance,2.31,0.02,success
948,2025-02-13 10:30:00,2025-02,275,4,Merchant_04,Pharmacy,wallet_balance,12.04,0.12,success
780,2025-02-13 10:40:00,2025-02,125,6,Merchant_06,FastFood,debit_card,1.34,0.01,success
1055,2025-02-13 11:34:00,2025-02,372,15,Merchant_15,Grocery,credit_card,14.02,0.14,success
1054,2025-02-13 11:36:00,2025-02,372,13,Merchant_13,Pharmacy,debit_card,34.12,0.34,success
1320,2025-02-13 12:01:00,2025-02,581,13,Merchant_13,Pharmacy,wallet_balance,17.83,0.18,success
1514,2025-02-13 13:29:00,2025-02,745,13,Merchant_13,Pharmacy,credit_card,9.85,0.1,success
1191,2025-02-13 13:38:00,2025-02,476,8,Merchant_08,Grocery,debit_card,3.53,0.04,success
756,2025-02-13 13:45:00,2025-02,104,7,Merchant_07,Rides,debit_card,10.14,0.1,success
1086,2025-02-13 13:58:00,2025-02,395,14,Merchant_14,Retail,wallet_balance,17.24,0.17,success
872,2025-02-13 14:10:00,2025-02,214,9,Merchant_09,FastFood,credit_card,5.87,0.06,success
1222,2025-02-13 14:59:00,2025-02,505,20,Merchant_20,Rides,wallet_balance,1.97,0.02,success
1416,2025-02-13 17:30:00,2025-02,653,9,Merchant_09,FastFood,wallet_balance,1.06,0.01,success
686,2025-02-13 18:24:00,2025-02,44,13,Merchant_13,Pharmacy,wallet_balance,2.57,0.03,success
1017,2025-02-13 18:34:00,2025-02,345,9,Merchant_09,FastFood,wallet_balance,11.4,0.11,success
1550,2025-02-13 20:26:00,2025-02,783,7,Merchant_07,Rides,debit_card,4.97,0.05,success
1435,2025-02-13 23:22:00,2025-02,679,18,Merchant_18,Rides,debit_card,2.96,0.03,success
816,2025-02-14 01:01:00,2025-02,157,1,Merchant_01,Pharmacy,bank_transfer,15.85,0.16,success
1495,2025-02-14 01:59:00,2025-02,727,15,Merchant_15,Grocery,wallet_balance,12.65,0.13,success
1378,2025-02-14 02:26:00,2025-02,620,16,Merchant_16,Grocery,debit_card,12.85,0.13,success
1099,2025-02-14 03:01:00,2025-02,405,3,Merchant_03,Retail,wallet_balance,10.02,0.1,success
1272,2025-02-14 03:10:00,2025-02,538,3,Merchant_03,Retail,bank_transfer,3.71,0.04,success
1289,2025-02-14 03:46:00,2025-02,552,16,Merchant_16,Grocery,wallet_balance,4.56,0.05,success
1064,2025-02-14 04:15:00,2025-02,382,18,Merchant_18,Rides,wallet_balance,5.81,0.06,success
1442,2025-02-14 04:48:00,2025-02,686,10,Merchant_10,Grocery,wallet_balance,9.17,0.09,success
1195,2025-02-14 07:23:00,2025-02,477,18,Merchant_18,Rides,debit_card,1.59,0.02,success
684,2025-02-14 07:44:00,2025-02,43,6,Merchant_06,FastFood,wallet_balance,5.46,0.05,success
873,2025-02-14 09:50:00,2025-02,214,21,Merchant_21,Grocery,wallet_balance,8.51,0.09,success
1057,2025-02-14 12:43:00,2025-02,372,24,Merchant_24,Grocery,debit_card,13.66,0.14,success
1449,2025-02-14 13:14:00,2025-02,699,18,Merchant_18,Rides,wallet_balance,1.68,0.02,success
1151,2025-02-14 13:23:00,2025-02,451,14,Merchant_14,Retail,credit_card,16.74,0.17,success
1142,2025-02-14 14:55:00,2025-02,447,24,Merchant_24,Grocery,bank_transfer,1.3,0.01,success
1430,2025-02-14 15:07:00,2025-02,678,10,Merchant_10,Grocery,wallet_balance,3.52,0.04,success
1359,2025-02-14 15:53:00,2025-02,612,4,Merchant_04,Pharmacy,bank_transfer,7.66,0.08,reversed
904,2025-02-14 16:46:00,2025-02,240,12,Merchant_12,Rides,wallet_balance,7.41,0.07,success
1156,2025-02-14 17:57:00,2025-02,452,19,Merchant_19,Grocery,wallet_balance,17.3,0.17,success
1518,2025-02-14 18:23:00,2025-02,745,4,Merchant_04,Pharmacy,credit_card,23.51,0.24,success
1298,2025-02-14 19:01:00,2025-02,557,25,Merchant_25,Rides,wallet_balance,3.49,0.03,success
1342,2025-02-14 19:14:00,2025-02,595,11,Merchant_11,Rides,bank_transfer,7.58,0.08,success
705,2025-02-14 20:08:00,2025-02,59,3,Merchant_03,Retail,credit_card,32.45,0.32,success
1356,2025-02-14 20:09:00,2025-02,611,21,Merchant_21,Grocery,credit_card,10.71,0.11,success
1018,2025-02-14 20:48:00,2025-02,345,5,Merchant_05,Grocery,credit_card,6.11,0.24,success
714,2025-02-14 22:04:00,2025-02,64,3,Merchant_03,Retail,wallet_balance,83.97,0.84,success
841,2025-02-14 23:02:00,2025-02,181,3,Merchant_03,Retail,credit_card,16.95,0.17,success
1505,2025-02-14 23:15:00,2025-02,732,10,Merchant_10,Grocery,debit_card,6.74,0.07,success
1508,2025-02-14 23:56:00,2025-02,740,25,Merchant_25,Rides,debit_card,1.86,0.02,success
1190,2025-02-15 01:19:00,2025-02,476,18,Merchant_18,Rides,debit_card,4.17,0.04,success
783,2025-02-15 01:23:00,2025-02,128,14,Merchant_14,Retail,wallet_balance,4.74,0.05,success
800,2025-02-15 02:02:00,2025-02,151,8,Merchant_08,Grocery,credit_card,26.59,0.27,success
1520,2025-02-15 02:49:00,2025-02,750,9,Merchant_09,FastFood,credit_card,11.84,0.12,success
1446,2025-02-15 03:56:00,2025-02,693,3,Merchant_03,Retail,credit_card,31.78,0.32,success
1273,2025-02-15 04:26:00,2025-02,540,15,Merchant_15,Grocery,credit_card,13.25,0.13,success
983,2025-02-15 04:34:00,2025-02,302,2,Merchant_02,Grocery,wallet_balance,24.67,0.25,success
1173,2025-02-15 04:46:00,2025-02,466,13,Merchant_13,Pharmacy,wallet_balance,9.45,0.09,success
1275,2025-02-15 04:55:00,2025-02,540,24,Merchant_24,Grocery,wallet_balance,25.43,0.25,success
882,2025-02-15 05:44:00,2025-02,218,16,Merchant_16,Grocery,wallet_balance,14.59,0.15,success
914,2025-02-15 06:25:00,2025-02,248,16,Merchant_16,Grocery,credit_card,9.03,0.09,success
749,2025-02-15 07:04:00,2025-02,102,25,Merchant_25,Rides,wallet_balance,1.96,0.02,success
830,2025-02-15 07:19:00,2025-02,172,15,Merchant_15,Grocery,wallet_balance,18.3,0.18,success
932,2025-02-15 07:25:00,2025-02,262,16,Merchant_16,Grocery,debit_card,29.04,0.29,success
1090,2025-02-15 08:32:00,2025-02,399,1,Merchant_01,Pharmacy,wallet_balance,11.69,0.12,success
1466,2025-02-15 09:39:00,2025-02,707,17,Merchant_17,FastFood,wallet_balance,9.2,0.09,success
990,2025-02-15 12:06:00,2025-02,310,17,Merchant_17,FastFood,wallet_balance,5.99,0.06,success
1525,2025-02-15 12:52:00,2025-02,757,1,Merchant_01,Pharmacy,bank_transfer,47.3,0.47,success
1498,2025-02-15 12:56:00,2025-02,730,4,Merchant_04,Pharmacy,bank_transfer,7.78,0.08,success
1094,2025-02-15 13:03:00,2025-02,401,8,Merchant_08,Grocery,debit_card,7.71,0.08,success
682,2025-02-15 13:11:00,2025-02,43,6,Merchant_06,FastFood,bank_transfer,11.32,0.45,success
1062,2025-02-15 13:14:00,2025-02,376,9,Merchant_09,FastFood,wallet_balance,4.18,0.04,success
1145,2025-02-15 13:37:00,2025-02,448,22,Merchant_22,Pharmacy,wallet_balance,9.48,0.09,success
1304,2025-02-15 14:34:00,2025-02,564,2,Merchant_02,Grocery,debit_card,25.77,0.26,success
679,2025-02-15 15:01:00,2025-02,39,8,Merchant_08,Grocery,credit_card,12.65,0.13,success
899,2025-02-15 15:06:00,2025-02,235,13,Merchant_13,Pharmacy,wallet_balance,5.41,0.05,success
782,2025-02-15 15:11:00,2025-02,128,24,Merchant_24,Grocery,wallet_balance,10.94,0.11,success
1393,2025-02-15 15:46:00,2025-02,635,23,Merchant_23,Retail,credit_card,10.94,0.11,success
1204,2025-02-15 16:39:00,2025-02,483,15,Merchant_15,Grocery,credit_card,7.46,0.3,success
1251,2025-02-15 17:16:00,2025-02,516,4,Merchant_04,Pharmacy,wallet_balance,59.86,0.6,success
1412,2025-02-15 18:02:00,2025-02,650,14,Merchant_14,Retail,debit_card,9.74,0.1,success
895,2025-02-15 18:06:00,2025-02,234,12,Merchant_12,Rides,debit_card,3.5,0.04,success
825,2025-02-15 18:16:00,2025-02,169,6,Merchant_06,FastFood,wallet_balance,7.33,0.29,success
1279,2025-02-15 18:24:00,2025-02,541,3,Merchant_03,Retail,wallet_balance,3.29,0.03,success
1242,2025-02-15 19:07:00,2025-02,514,21,Merchant_21,Grocery,credit_card,26.84,0.27,success
935,2025-02-15 19:09:00,2025-02,262,3,Merchant_03,Retail,credit_card,25.42,0.25,failed
846,2025-02-15 21:26:00,2025-02,191,16,Merchant_16,Grocery,debit_card,22.77,0.23,success
1507,2025-02-15 23:05:00,2025-02,740,19,Merchant_19,Grocery,wallet_balance,3.72,0.04,success
1000,2025-02-15 23:15:00,2025-02,323,22,Merchant_22,Pharmacy,bank_transfer,32.5,0.32,success
1159,2025-02-16 00:08:00,2025-02,454,14,Merchant_14,Retail,wallet_balance,53.28,0.53,success
1485,2025-02-16 00:15:00,2025-02,723,17,Merchant_17,FastFood,wallet_balance,4.36,0.17,success
1046,2025-02-16 00:49:00,2025-02,370,7,Merchant_07,Rides,wallet_balance,2.68,0.03,success
1178,2025-02-16 00:58:00,2025-02,468,8,Merchant_08,Grocery,wallet_balance,3.58,0.04,success
1013,2025-02-16 01:02:00,2025-02,334,12,Merchant_12,Rides,wallet_balance,2.22,0.02,success
1073,2025-02-16 01:51:00,2025-02,386,3,Merchant_03,Retail,wallet_balance,1.05,0.01,success
1113,2025-02-16 01:51:00,2025-02,430,14,Merchant_14,Retail,credit_card,67.37,0.67,failed
1128,2025-02-16 02:11:00,2025-02,435,20,Merchant_20,Rides,wallet_balance,9.49,0.09,success
976,2025-02-16 02:50:00,2025-02,301,19,Merchant_19,Grocery,credit_card,12.53,0.13,success
892,2025-02-16 03:24:00,2025-02,233,20,Merchant_20,Rides,wallet_balance,3.39,0.03,success
975,2025-02-16 03:52:00,2025-02,297,4,Merchant_04,Pharmacy,wallet_balance,16.28,0.16,success
1513,2025-02-16 05:04:00,2025-02,745,18,Merchant_18,Rides,credit_card,11.33,0.11,success
1557,2025-02-16 05:41:00,2025-02,789,13,Merchant_13,Pharmacy,credit_card,15.67,0.16,success
868,2025-02-16 05:47:00,2025-02,212,11,Merchant_11,Rides,debit_card,2.51,0.03,reversed
876,2025-02-16 06:36:00,2025-02,214,17,Merchant_17,FastFood,wallet_balance,3.29,0.03,success
1336,2025-02-16 07:12:00,2025-02,593,4,Merchant_04,Pharmacy,credit_card,8.1,0.08,success
958,2025-02-16 07:23:00,2025-02,279,13,Merchant_13,Pharmacy,credit_card,16.9,0.17,success
1135,2025-02-16 08:27:00,2025-02,440,7,Merchant_07,Rides,debit_card,4.92,0.05,success
675,2025-02-16 08:35:00,2025-02,38,13,Merchant_13,Pharmacy,wallet_balance,17.22,0.17,success
1404,2025-02-16 08:55:00,2025-02,645,11,Merchant_11,Rides,wallet_balance,6.65,0.07,success
900,2025-02-16 09:47:00,2025-02,235,9,Merchant_09,FastFood,wallet_balance,1.55,0.02,success
1205,2025-02-16 10:05:00,2025-02,483,4,Merchant_04,Pharmacy,debit_card,2.75,0.03,success
1084,2025-02-16 10:09:00,2025-02,391,8,Merchant_08,Grocery,wallet_balance,5.83,0.23,success
1110,2025-02-16 10:18:00,2025-02,424,15,Merchant_15,Grocery,wallet_balance,0.75,0.01,success
685,2025-02-16 11:44:00,2025-02,44,8,Merchant_08,Grocery,debit_card,15.58,0.16,success
1247,2025-02-16 11:48:00,2025-02,516,25,Merchant_25,Rides,wallet_balance,9.78,0.1,success
1380,2025-02-16 12:34:00,2025-02,627,21,Merchant_21,Grocery,wallet_balance,12.75,0.13,success
678,2025-02-16 14:09:00,2025-02,39,6,Merchant_06,FastFood,wallet_balance,1.11,0.01,success
809,2025-02-16 14:45:00,2025-02,152,20,Merchant_20,Rides,wallet_balance,0.75,0.01,success
1024,2025-02-16 16:00:00,2025-02,349,18,Merchant_18,Rides,wallet_balance,4.11,0.04,success
1493,2025-02-16 16:08:00,2025-02,727,11,Merchant_11,Rides,wallet_balance,4.56,0.05,success
1138,2025-02-16 16:20:00,2025-02,441,20,Merchant_20,Rides,wallet_balance,2.12,0.02,success
